PC1,PC2,Cluster,Original Class
1.8325675700495478,-1.2878781978605245,0,class_1
-0.8679929031954102,-2.444101185580863,0,class_1
0.37001440429478377,-2.1539069751569855,0,class_1
-1.4573770449061372,-1.38335176907626,0,class_1
1.2629308497284981,-0.7708495299701154,0,class_1
0.3761503719342413,-1.0270434033558222,0,class_1
0.7620639041096009,-3.375053809963533,0,class_1
1.0345779671651874,-1.45070973824409,0,class_1
-0.49487675568032585,-2.3812435267673693,0,class_1
-2.5389770842951194,-0.08744335730498357,1,class_1
0.8353201453942983,-1.473670551400867,0,class_1
0.7879046149897109,-2.0266265224624758,0,class_1
-0.8068321559655368,-2.2338303908439108,0,class_1
-0.5580426248756801,-2.372985428849456,0,class_1
-1.1151110419194448,-1.802247191665454,0,class_1
-0.5557228299516996,-2.6575400353922918,0,class_1
-1.349285282443729,-2.1180014697848177,0,class_1
-1.564482605719904,-1.8522145217655506,0,class_1
-1.932555610631462,-1.559495456898621,0,class_1
0.7466659419884516,-2.3129317092207384,0,class_1
0.9574553638036422,-2.2235284346674593,0,class_1
2.5438651841995523,0.1692740227997422,2,class_1
-0.543952588776228,-0.3689265458773175,0,class_1
1.0310497503881497,-2.565569348733521,0,class_1
2.2519094221481244,-1.4327413803542528,0,class_1
1.4102160153374603,-2.166191769370383,0,class_1
0.7977197926930423,-2.37694880308186,0,class_1
-0.5495317266494627,-2.293128643245625,0,class_1
-0.16117373994854411,-1.1644833215600157,0,class_1
-0.6597949416843581,-2.6799611859896335,0,class_1
0.3923544081850837,-2.098731708765535,0,class_1
-1.7724990779600327,-1.7172884693761425,0,class_1
-0.366267357352063,-2.1693532978292813,0,class_1
-1.6206725727874784,-1.355583388025957,0,class_1
0.08253578349332921,-2.306234587748323,0,class_1
1.578275070932382,-1.4620342902048156,0,class_1
1.4205692478240168,-1.4182066376337488,0,class_1
-0.27870275364885316,-1.9305680886704664,0,class_1
-1.3031449662482797,-0.7631723136577938,0,class_1
-0.45707186565262264,-2.269415607589674,0,class_1
-0.49418584704437357,-1.9390450494868319,0,class_1
0.482074409773096,-3.8717838484072384,0,class_1
-0.2528888776531979,-2.8214923747015916,0,class_1
-0.10722763772912221,-1.928922042566957,0,class_1
-2.433012602550216,-1.2571410404943928,1,class_1
-0.5510895391746489,-2.2221615507766206,0,class_1
0.7396219285682226,-1.4089566673657121,0,class_1
1.336321733418329,0.25333693116830364,2,class_1
-1.1770869962477717,-0.6639668398015727,0,class_1
-0.46233500801967825,-0.618288179485042,0,class_1
0.9784740793566489,-1.4455704988958267,0,class_1
-0.09680972631598408,-2.1099979931352246,0,class_1
0.038487145949025574,-1.2667621091578836,0,class_1
-1.5971585012074705,-1.2081435741284867,0,class_1
-0.4795649160831242,-1.9388406603940462,0,class_1
-1.792833473031143,-1.1502881044421063,0,class_1
-1.3271016561416011,0.17038923204902842,1,class_2
-2.38450083474353,0.37458260552469247,1,class_2
-2.9369401021466124,0.26386183006837916,1,class_2
-2.1468111338160636,0.36825495188646,1,class_2
-2.369869488333041,-0.4596348092311664,1,class_2
-3.0638415687203535,0.3534128354584013,1,class_2
-3.9157537837118883,0.15458251944172954,1,class_2
-3.9364633907159625,0.6596872334097782,1,class_2
-3.0942761177622744,0.3488427592737948,1,class_2
-2.374471628006922,0.29198035155999214,1,class_2
-2.7788129476325127,0.28680487288217266,1,class_2
-2.286561284738469,0.3725078446852977,1,class_2
-2.9856334874494648,0.48921790834701057,1,class_2
-2.3751946982271077,0.4823337172448761,1,class_2
-2.209865525595872,1.1600525041576406,1,class_2
-2.6256210046927206,0.5631607642108335,1,class_2
-4.280638778751086,0.6496709640237043,1,class_2
-3.5826413720011043,1.272702749727298,1,class_2
-2.807063720081659,1.5705337870411953,1,class_2
-2.899659333023912,2.0410570079384622,1,class_2
-2.3207369765492056,2.3563660755566715,1,class_2
-2.549830947226137,2.0452830910195217,1,class_2
-1.812541284842299,1.5276459462687493,1,class_2
-2.760144641923951,2.138932347642609,1,class_2
-2.7371505006679904,0.4098862708817899,1,class_2
-3.604868868183425,1.8023842175839635,1,class_2
-2.889825996873507,1.9252186131303402,1,class_2
-3.3921560768357213,1.3118763884735922,1,class_2
-1.0481818968536805,3.515089691219728,1,class_2
-1.6099122828479366,2.406638159574325,1,class_2
-3.143130966743974,0.7381610441757949,1,class_2
-2.2401568962695433,1.1754652881188632,1,class_2
-2.847673776119519,0.5560439658826716,1,class_2
-2.5974970566487636,0.697965537200918,1,class_2
-2.9492993731348447,1.5553089642839817,1,class_2
-3.530032266349311,0.882526796204234,1,class_2
-2.406110540478554,2.592356175042394,1,class_2
-2.929084726967455,1.2744469479044795,1,class_2
-2.181412778812621,2.077537312734513,1,class_2
-2.3809277871356396,2.5886674324185868,1,class_2
-3.2116172150412465,-0.2512491044255932,1,class_2
-3.6779187209738162,0.8477478441497612,1,class_2
-2.46555579804045,2.193798303654092,1,class_2
-3.370524145442862,2.2162891398611326,1,class_2
-2.6019558512247376,1.7572293509792725,1,class_2
-2.6778394608645035,2.7608991316745426,1,class_2
-2.3870170912797204,2.2973466797128164,1,class_2
-3.208758164198023,2.768919566047571,1,class_2
