PC1,PC2,PC3,Cluster,Original Class
2.5438651841995523,0.1692740227997422,0.7886969907454808,2,class_1
-0.543952588776228,-0.3689265458773175,1.3088959318568598,0,class_1
1.0310497503881497,-2.565569348733521,-1.0863901738177404,0,class_1
2.2519094221481244,-1.4327413803542528,-0.2302082437978145,0,class_1
1.4102160153374603,-2.166191769370383,0.7488964107708804,0,class_1
0.7977197926930423,-2.37694880308186,-1.5681125312755266,0,class_1
-0.5495317266494627,-2.293128643245625,-1.4989353232010791,0,class_1
-0.16117373994854411,-1.1644833215600157,1.0037131028373556,0,class_1
-0.6597949416843581,-2.6799611859896335,-0.7649208684795152,0,class_1
0.3923544081850837,-2.098731708765535,-0.4718500076097388,0,class_1
-1.7724990779600327,-1.7172884693761425,0.9470331744608655,0,class_1
-0.366267357352063,-2.1693532978292813,-0.4813242347422915,0,class_1
-1.6206725727874784,-1.355583388025957,0.2871590006956159,0,class_1
0.08253578349332921,-2.306234587748323,-0.46357498937395425,0,class_1
1.578275070932382,-1.4620342902048156,1.7796459547332846,0,class_1
1.4205692478240168,-1.4182066376337488,0.13927582948819625,0,class_1
-0.27870275364885316,-1.9305680886704664,0.07867055304723271,0,class_1
-1.3031449662482797,-0.7631723136577938,1.9995965104868536,0,class_1
-0.45707186565262264,-2.269415607589674,1.0613389675926637,0,class_1
-0.49418584704437357,-1.9390450494868319,1.3239380723766916,0,class_1
0.482074409773096,-3.8717838484072384,1.3442712233930725,0,class_1
-0.2528888776531979,-2.8214923747015916,-0.30263978453064067,0,class_1
-0.10722763772912221,-1.928922042566957,0.6901482425075118,0,class_1
-2.433012602550216,-1.2571410404943928,-1.9030274044113524,1,class_1
-0.5510895391746489,-2.2221615507766206,-0.3562288302125352,0,class_1
0.7396219285682226,-1.4089566673657121,1.1253454920042374,0,class_1
1.336321733418329,0.25333693116830364,5.345388179195746,2,class_1
-1.1770869962477717,-0.6639668398015727,3.010221887946431,0,class_1
-0.46233500801967825,-0.618288179485042,0.48344236634418286,0,class_1
0.9784740793566489,-1.4455704988958267,1.4812369749959489,0,class_1
-0.09680972631598408,-2.1099979931352246,0.434826115616788,0,class_1
0.038487145949025574,-1.2667621091578836,0.6875779128728086,0,class_1
-1.5971585012074705,-1.2081435741284867,3.3611755553864295,0,class_1
-0.4795649160831242,-1.9388406603940462,1.29650751882967,0,class_1
-1.792833473031143,-1.1502881044421063,0.782800173182265,0,class_1
-1.3271016561416011,0.17038923204902842,-1.1800133553094876,1,class_2
-2.38450083474353,0.37458260552469247,-0.7238225948116641,1,class_2
-2.9369401021466124,0.26386183006837916,-0.16763981598372207,1,class_2
-2.1468111338160636,0.36825495188646,-0.4533013014691868,1,class_2
-2.369869488333041,-0.4596348092311664,-1.1013997885920597,1,class_2
-3.0638415687203535,0.3534128354584013,-1.0991241041153414,1,class_2
-3.9157537837118883,0.15458251944172954,0.22182779984104664,1,class_2
-3.9364633907159625,0.6596872334097782,1.712215419214537,1,class_2
-3.0942761177622744,0.3488427592737948,-1.0268314134224519,1,class_2
-2.374471628006922,0.29198035155999214,1.2419143328305626,1,class_2
-2.7788129476325127,0.28680487288217266,0.6096701239723706,1,class_2
-2.286561284738469,0.3725078446852977,-0.9716430323608558,1,class_2
-2.9856334874494648,0.48921790834701057,0.9469529317999684,1,class_2
-2.3751946982271077,0.4823337172448761,-0.25288399405333434,1,class_2
-2.209865525595872,1.1600525041576406,-1.245125225921064,1,class_2
-2.6256210046927206,0.5631607642108335,-0.8559610818033766,1,class_2
-4.280638778751086,0.6496709640237043,-1.4581969616385693,1,class_2
-3.5826413720011043,1.272702749727298,-0.1107840376247275,1,class_2
-2.807063720081659,1.5705337870411953,-0.4725279345720868,1,class_2
-2.899659333023912,2.0410570079384622,-0.49595981023509295,1,class_2
-2.3207369765492056,2.3563660755566715,0.43768174361876266,1,class_2
-2.549830947226137,2.0452830910195217,-0.3122679986509308,1,class_2
-1.812541284842299,1.5276459462687493,1.362589781587871,1,class_2
-2.760144641923951,2.138932347642609,-0.9646286882006788,1,class_2
-2.7371505006679904,0.4098862708817899,-1.190404683966986,1,class_2
-3.604868868183425,1.8023842175839635,-0.0940368613359714,1,class_2
-2.889825996873507,1.9252186131303402,-0.7823225555084481,1,class_2
-3.3921560768357213,1.3118763884735922,1.6020259689000222,1,class_2
-1.0481818968536805,3.515089691219728,1.1600385659132284,1,class_2
-1.6099122828479366,2.406638159574325,0.5485596972407105,1,class_2
-3.143130966743974,0.7381610441757949,-0.09099872392222358,1,class_2
-2.2401568962695433,1.1754652881188632,-0.10137693249612281,1,class_2
-2.847673776119519,0.5560439658826716,0.804215218101028,1,class_2
-2.5974970566487636,0.697965537200918,-0.8849395211306339,1,class_2
-2.9492993731348447,1.5553089642839817,-0.9834007272249423,1,class_2
-3.530032266349311,0.882526796204234,-0.46602912777854005,1,class_2
-2.406110540478554,2.592356175042394,0.4282262107995787,1,class_2
-2.929084726967455,1.2744469479044795,-1.2133582715051494,1,class_2
-2.181412778812621,2.077537312734513,0.7637825515581202,1,class_2
-2.3809277871356396,2.5886674324185868,1.418044029496814,1,class_2
-3.2116172150412465,-0.2512491044255932,-0.8471291521285025,1,class_2
-3.6779187209738162,0.8477478441497612,-1.3394202310855186,1,class_2
-2.46555579804045,2.193798303654092,-0.9187809604264916,1,class_2
-3.370524145442862,2.2162891398611326,-0.34256951241432265,1,class_2
-2.6019558512247376,1.7572293509792725,0.20758135498125174,1,class_2
-2.6778394608645035,2.7608991316745426,-0.940941876676993,1,class_2
-2.3870170912797204,2.2973466797128164,-0.550696197011086,1,class_2
-3.208758164198023,2.768919566047571,1.0139136641131137,1,class_2
